20439.640906,22388.891720,16382.352494,6994.307458,21585.257148,274.211185,23633.392074,-5901.888365,9794.265616,-6230.146064,21546.588632,-12721.002860,5831.390967,20413.087035,-13249.040440,20297.305006,-12968.123732,-15088.410085,-15224.845125,-15286.670046,117.000000
20443.530109,22393.943214,16402.781987,6999.135435,21581.993793,285.744684,23633.168556,-5886.957400,9783.268558,-6221.428884,21542.833539,-12713.850302,5825.579514,20402.358198,-13241.664364,20287.604349,-12960.166512,-15081.659858,-15218.720747,-15279.919820,8.000000
20438.836243,22390.009307,16397.283459,6999.627173,21584.676003,281.453149,23636.566021,-5891.695970,9790.376412,-6221.473588,21551.282498,-12711.346907,5833.983769,20416.126872,-13238.758638,20302.222389,-12957.037268,-15077.904765,-15213.445736,-15276.164727,10.000000
20440.266755,22389.875197,16390.801453,6999.895394,21580.160950,272.512452,23629.413463,-5901.307219,9782.776820,-6229.520215,21542.297098,-12720.019383,5829.602827,20411.075378,-13247.162893,20296.902674,-12965.083895,-15086.800759,-15224.308683,-15284.837203,6.000000
20434.142377,22384.644889,16392.187261,7000.923574,21587.939357,278.010981,23630.173423,-5895.763987,9786.308395,-6227.776779,21542.520615,-12718.454761,5825.668921,20403.699303,-13245.955899,20288.721936,-12963.429866,-15085.191434,-15222.609950,-15283.943134,12.000000
20431.907203,22383.303784,16384.632372,6996.766150,21584.899520,279.754417,23634.822585,-5895.316952,9790.421116,-6220.221890,21550.701353,-12706.653041,5841.940990,20418.674971,-13233.885958,20303.384680,-12951.806960,-15072.585051,-15208.662463,-15272.007303,11.000000
20431.728389,22383.124970,16388.029837,7003.650487,21579.535102,274.792330,23626.910068,-5899.161452,9775.713669,-6227.106227,21538.184377,-12713.716192,5833.447327,20394.043350,-13240.323260,20278.887169,-12959.630070,-15080.229347,-15217.603160,-15279.025750,4.000000
20417.825605,22368.283413,16372.607134,7004.052818,21580.339764,267.550365,23626.641847,-5906.984562,9778.932320,-6236.091628,21544.442865,-12725.473209,5824.908961,20398.871326,-13251.320317,20284.698623,-12969.643651,-15089.482968,-15227.169706,-15288.815814,5.000000
20428.420331,22379.056953,16382.978343,7001.996458,21576.048230,273.942964,23629.279353,-5900.547260,9777.814733,-6231.934204,21544.353458,-12720.064087,5825.043072,20396.725559,-13245.777085,20282.239931,-12964.726267,-15084.654992,-15224.040462,-15283.540802,7.000000
20416.260983,22366.852901,16367.421530,6996.542632,21567.778085,275.909917,23623.110272,-5902.961248,9772.942053,-6227.642669,21542.207691,-12714.699669,5829.602827,20398.871326,-13241.217330,20284.251588,-12959.227738,-15079.424684,-15218.318416,-15278.891640,9.000000
20414.428140,22364.394210,16367.555640,6992.608726,21556.289289,274.300592,23619.891621,-5903.229469,9763.509617,-6227.776779,21536.485644,-12716.756029,5817.219962,20396.189117,-13242.513731,20281.792896,-12960.166512,-15080.318754,-15220.017148,-15280.366855,2.000000
20414.562250,22365.645907,16370.148442,6996.229708,21555.842254,272.333638,23614.437796,-5906.716341,9760.469780,-6230.906023,21530.048342,-12720.779343,5819.276322,20384.163879,-13247.028783,20268.918292,-12964.770971,-15084.476178,-15226.543857,-15284.881907,3.000000
20411.656523,22363.276622,16365.678094,6998.151958,21551.371905,266.879813,23613.901354,-5909.845585,9754.524216,-6237.253918,21522.806378,-12727.082534,5807.564009,20372.004531,-13252.303794,20257.205978,-12970.537720,-15090.421742,-15231.103613,-15289.754587,1.000000
20427.660372,22379.146360,16376.809262,7001.460016,21575.735305,265.628115,23635.582545,-5911.723132,9764.582501,-6236.002221,21539.436074,-12723.193331,5810.112107,20381.615781,-13249.666288,20266.280786,-12967.274366,-15087.828939,-15227.616741,-15287.430006,100.000000
20427.883889,22380.532168,16377.345704,6999.269545,21567.688678,268.489138,23639.158823,-5907.655114,9762.570844,-6232.247128,21544.353458,-12719.170017,5812.928427,20387.427234,-13246.000603,20272.494571,-12963.385163,-15083.045666,-15222.520543,-15283.406692,10.000000
20411.656523,22363.500140,16358.167908,6992.698133,21565.945242,265.359894,23635.448434,-5909.443254,9765.208350,-6232.783570,21546.901557,-12719.572349,5814.850677,20395.920896,-13244.614795,20281.122344,-12962.535796,-15083.269184,-15222.967578,-15282.736139,9.000000
20404.816890,22356.213472,16356.692693,6992.876947,21555.216405,264.152900,23617.120005,-5911.991353,9756.446466,-6230.682506,21532.954069,-12714.744372,5819.455136,20390.511774,-13239.473894,20275.400297,-12956.992564,-15077.904765,-15217.334939,-15277.729349,4.000000
20398.468995,22350.178501,16363.845251,6993.279278,21540.777179,261.470691,23606.748796,-5917.132253,9738.609775,-6238.326802,21519.766541,-12723.372145,5811.900247,20372.496269,-13248.906329,20257.384792,-12966.425000,-15085.906690,-15224.174572,-15286.848860,3.000000
20411.343599,22363.723657,16369.075559,6996.453225,21552.891824,264.242307,23620.785691,-5911.544318,9743.348345,-6234.169378,21529.824825,-12721.002860,5808.726299,20373.345636,-13245.285347,20259.754077,-12964.100418,-15083.269184,-15224.442793,-15284.300761,12.000000
20410.315419,22363.589547,16366.572163,7001.191795,21553.651783,250.607744,23609.654523,-5924.016590,9740.174397,-6247.580424,21519.364209,-12733.743354,5798.265684,20361.990950,-13257.668213,20247.594729,-12975.410400,-15096.099084,-15237.809136,-15297.309476,7.000000
20412.774111,22365.243576,16361.699483,6995.112121,21563.844178,254.854575,23629.771091,-5917.445178,9752.467856,-6247.580424,21537.871452,-12732.625767,5795.896399,20367.802403,-13256.684736,20252.422705,-12975.589214,-15095.652050,-15239.060833,-15296.102482,1.000000
20406.202698,22359.253309,16354.010484,6991.804063,21553.607080,253.692284,23618.595220,-5919.590945,9741.962537,-6249.949709,21529.243680,-12734.503313,5795.494067,20361.320398,-13257.534102,20246.566549,-12976.259767,-15095.517939,-15237.540915,-15296.817738,2.000000
