10866.836361,3893.852466,-3812.581528,5160.704563,2597.853696,-798.448968,2787.441181,832.155396,517.934592,-9740.084990,5501.881570,10057.747964,1686.349612,518.023999,-9459.257690,8639.082828,5134.240099,3992.155432,-1485.452144,1253.977493,0.000000
10878.593378,3911.733860,-3800.466883,5162.895034,2604.246295,-801.354694,2802.774477,828.534414,518.828661,-9747.326955,5505.949587,10050.684813,1683.890920,519.722731,-9474.009840,8641.228595,5124.181814,3990.724921,-1479.774802,1247.137859,1.000000
10884.315424,3909.677500,-3796.309459,5163.520882,2608.180202,-794.470358,2801.522780,830.858995,520.750911,-9744.465932,5507.156581,10053.098801,1682.549815,518.828661,-9478.793113,8635.819473,5119.890280,3987.148642,-1480.847685,1236.677244,0.000000
10877.386384,3903.910750,-3805.920709,5164.280842,2604.022777,-791.609334,2796.426582,821.426560,514.403016,-9749.338612,5504.697889,10051.400068,1673.609118,514.134795,-9481.967061,8636.892357,5122.348972,3977.135061,-1501.545400,1233.726813,1.000000
10872.737221,3900.736803,-3799.841034,5159.721086,2601.340568,-789.150643,2792.716193,824.511100,516.951115,-9746.835217,5506.754250,10058.776144,1680.135827,516.459377,-9471.506445,8652.672687,5128.562756,3985.271095,-1495.376318,1244.008615,0.000000
10885.924750,3909.990425,-3786.072361,5163.118551,2605.721510,-784.009742,2793.073821,839.889100,516.772301,-9758.726344,5504.653186,10066.286329,1675.263147,515.341789,-9471.059410,8644.670763,5129.099198,3979.459642,-1509.904951,1242.622807,0.000000
10887.534075,3908.828134,-3794.431913,5162.179778,2604.827440,-788.167166,2794.504332,823.080589,515.699417,-9758.547530,5504.161448,10058.999661,1676.961880,514.537127,-9475.395648,8643.374362,5127.400465,3981.337189,-1493.632882,1239.582970,0.000000
10883.197837,3902.569646,-3791.615593,5158.067057,2599.641836,-785.484957,2789.944577,828.847338,514.939458,-9757.832274,5506.038994,10063.514713,1680.269938,518.023999,-9482.056468,8644.760170,5132.898994,3984.019398,-1491.934150,1242.667511,0.000000
10879.040413,3906.458849,-3796.845901,5154.714296,2608.180202,-790.849375,2806.887198,831.395437,524.729522,-9759.754524,5525.216790,10066.465143,1683.265071,523.611934,-9490.550130,8659.422914,5136.341163,3986.031055,-1493.945807,1243.382766,0.000000
10880.336814,3896.981710,-3803.998459,5154.758999,2599.686539,-792.861032,2787.307071,822.857071,511.810214,-9758.994565,5503.714413,10065.928702,1681.208711,515.699417,-9483.442276,8649.185815,5145.192453,3984.153508,-1503.244132,1247.853115,0.000000
